name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,mileage_kmpl,engine_cc,max_power_bhp,torque_nm,log_selling_price
Chevrolet Beat LS,2016,300000,15000,Petrol,Individual,Manual,First Owner,5,18.6,1199,76.8,106.5,12.611537753638338
Ford Figo Aspire 1.5 TDCi Titanium,2018,650000,21000,Diesel,Individual,Manual,First Owner,5,25.83,1498,99.0,215.0,13.38472764187182
Maruti Wagon R VXI 1.2,2014,300000,35000,Petrol,Individual,Manual,First Owner,5,20.52,1197,81.8,113.0,12.611537753638338
Honda Jazz 1.2 VX i VTEC,2016,475000,25000,Petrol,Individual,Manual,First Owner,5,18.7,1199,88.7,110.0,13.071070083016778
Tata Tiago 1.2 Revotron XZ WO Alloy,2017,450000,30000,Petrol,Individual,Manual,First Owner,5,23.84,1199,84.0,114.0,13.017002861746503
Maruti Swift Dzire VDI,2019,754000,10000,Diesel,Individual,Manual,First Owner,5,28.4,1248,74.02,190.0,13.533147646990093
Hyundai i10 Sportz,2013,300000,40000,Petrol,Individual,Manual,First Owner,5,20.36,1197,78.9,111.8,12.611537753638338
Maruti Alto LXi,2008,95000,70000,Petrol,Individual,Manual,First Owner,5,19.7,796,46.3,62.0,11.461632170582678
Tata Safari Storme LX,2014,575000,55000,Diesel,Individual,Manual,First Owner,7,14.0,2179,138.1,320.0,13.262125319779487
Tata Tiago 1.2 Revotron XT,2016,350000,30000,Petrol,Individual,Manual,First Owner,5,23.84,1199,84.0,114.0,12.765688433465597
Mahindra Bolero 2011-2019 SLX,2013,330000,125000,Diesel,Individual,Manual,Second Owner,7,15.96,2523,62.1,195.0,12.706847933442663
Ford EcoSport 1.5 TDCi Ambiente BSIV,2017,625000,40000,Diesel,Individual,Manual,Fourth & Above Owner,5,22.77,1498,98.59,205.0,13.345506928718539
Tata Tiago 1.2 Revotron XM Option,2017,380000,30000,Petrol,Individual,Manual,First Owner,5,23.84,1199,84.0,114.0,12.84792653170257
Chevrolet Beat LT,2016,310000,30000,Petrol,Individual,Manual,First Owner,5,18.6,1199,76.8,106.5,12.644327576461329
Maruti Swift Dzire VXi,2009,280000,35000,Petrol,Individual,Manual,First Owner,5,17.5,1298,85.8,114.0,12.542544882151386
Renault Duster Petrol RXS CVT,2018,900000,30000,Petrol,Individual,Automatic,First Owner,5,14.99,1498,104.5,142.0,13.710150042306449
Maruti Wagon R VXI Minor,2010,250000,60000,Petrol,Individual,Manual,First Owner,5,18.9,1061,67.0,84.0,12.429216196844383
Hyundai Verna 1.6 VTVT S,2017,750000,39000,Petrol,Individual,Manual,First Owner,5,17.01,1591,121.3,154.9,13.527828485512494
Renault KWID 1.0 RXT Optional,2019,420000,15000,Petrol,Individual,Manual,First Owner,5,23.01,999,67.0,91.0,12.948009990259552
Hyundai i10 Magna 1.1L,2016,420000,9750,Petrol,Individual,Manual,Second Owner,5,19.81,1086,68.05,99.04,12.948009990259552
Toyota Innova Crysta 2.4 ZX MT BSIV,2016,1800000,110000,Diesel,Individual,Manual,First Owner,7,13.68,2393,147.8,343.0,14.403297222866392
Honda WR-V i-VTEC VX,2018,900000,35000,Petrol,Individual,Manual,First Owner,5,17.5,1199,88.7,110.0,13.710150042306449
Mahindra XUV500 W6 2WD,2015,1200000,10000,Diesel,Individual,Manual,First Owner,7,15.1,2179,140.0,330.0,13.997832114758229
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2003,195000,157138,Diesel,Individual,Manual,Third Owner,7,10.5,2179,120.0,290.0,12.180754837545884
Hyundai Verna CRDi,2007,185000,120000,Diesel,Individual,Manual,Fourth & Above Owner,5,16.8,1493,110.0,7357.5,12.128111104060462
Hyundai i10 Magna 1.1L,2008,185000,110000,Petrol,Individual,Manual,Fourth & Above Owner,5,19.81,1086,68.05,99.04,12.128111104060462
Mahindra XUV500 W9 BSIV,2018,1525000,46000,Diesel,Individual,Manual,First Owner,7,15.1,2179,152.87,360.0,14.237504968023648
Maruti Swift VXI BSIII W/ ABS,2006,215000,102000,Petrol,Individual,Manual,Third Owner,5,16.1,1298,88.2,4905.0,12.2783933071098
Toyota Innova Crysta 2.4 VX MT BSIV,2016,1700000,110000,Diesel,Individual,Manual,Second Owner,7,13.68,2393,147.8,343.0,14.346138809026444
Maruti Omni LPG STD BSIV,1991,55000,120000,LPG,Individual,Manual,Second Owner,5,19.2,1248,82.0,180.0,10.915088464214607
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2009,530000,285000,Diesel,Individual,Manual,Third Owner,8,12.8,2494,102.0,33354.0,13.180632285528304
Honda City i VTEC VX Option,2015,800000,50000,Petrol,Individual,Manual,First Owner,5,17.4,1497,117.3,145.0,13.592367006650065
Maruti SX4 VDI,2012,350000,120000,Diesel,Individual,Manual,Second Owner,5,21.5,1248,88.8,200.0,12.765688433465597
Hyundai i20 1.4 CRDi Magna,2011,350000,93000,Diesel,Individual,Manual,Second Owner,5,21.9,1396,90.0,219.744,12.765688433465597
Mahindra Bolero Power Plus SLX,2018,750000,50000,Diesel,Individual,Manual,First Owner,7,16.5,1493,70.0,195.0,13.527828485512494
Tata Indigo CS LS DiCOR,2010,150000,70000,Diesel,Individual,Manual,Third Owner,5,15.7,1405,70.0,0.0,11.918390573078392
Maruti Swift VDI BSIV,2008,250000,90000,Diesel,Individual,Manual,Third Owner,5,19.2,1248,82.0,180.0,12.429216196844383
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,562000,5000,Petrol,Individual,Manual,First Owner,5,18.9,1197,81.86,113.75,13.239257128875828
Mahindra XUV500 W6 2WD,2014,600000,122000,Diesel,Individual,Manual,Second Owner,7,15.1,2179,140.0,330.0,13.304684934198283
Hyundai Xcent 1.1 CRDi S,2015,401000,74000,Diesel,Individual,Manual,Second Owner,5,24.4,1120,71.0,180.4,12.901716706288706
Maruti Alto K10 2010-2014 VXI,2011,225000,30000,Petrol,Individual,Manual,First Owner,5,20.92,998,67.1,90.0,12.323855681186558
Maruti Vitara Brezza ZXI Plus AT Dual Tone,2020,737000,10000,Petrol,Individual,Automatic,First Owner,5,18.76,1462,103.26,138.0,13.510343171171474
Maruti Celerio LXI,2014,300000,80000,Petrol,Individual,Manual,First Owner,5,23.1,998,67.04,90.0,12.611537753638338
Tata Indigo LX,2008,85000,120000,Diesel,Individual,Manual,First Owner,5,17.0,1405,70.0,4905.0,11.350406535472453
Hyundai Verna Transform VGT CRDi,2010,195000,120000,Diesel,Individual,Manual,Second Owner,5,16.2,1493,110.0,235.44,12.180754837545884
Honda WR-V i-DTEC S,2017,675000,127991,Diesel,Dealer,Manual,First Owner,5,25.5,1498,98.6,200.0,13.422467969854667
Mitsubishi Lancer 2.0 GLd,1999,150000,198000,Diesel,Individual,Manual,Second Owner,5,14.8,1998,68.0,0.0,11.918390573078392
Tata Indigo eCS GLX,2010,290000,65000,Petrol,Individual,Manual,First Owner,5,15.64,1193,64.1,100.0,12.577636201962656
Maruti Esteem Lxi,2002,95000,90000,Petrol,Individual,Manual,Third Owner,5,19.2,1248,82.0,180.0,11.461632170582678
Maruti Ciaz 1.3 Zeta,2018,889000,20000,Diesel,Individual,Manual,First Owner,5,28.09,1248,88.5,200.0,13.697852514496041
Volkswagen Ameo 1.2 MPI Comfortline,2016,400000,60000,Petrol,Individual,Manual,First Owner,5,17.0,1198,73.75,110.0,12.89921982609012
Renault KWID RXT Optional,2018,390000,13120,Petrol,Individual,Manual,First Owner,5,25.17,799,53.3,72.0,12.873902018105829
Jeep Compass 2.0 Longitude BSIV,2017,1550000,87500,Diesel,Individual,Manual,First Owner,5,17.1,1956,170.0,350.0,14.253765488895429
Hyundai Verna 1.6 SX CRDi (O),2014,600000,125000,Diesel,Individual,Manual,First Owner,5,22.32,1582,126.32,259.8,13.304684934198283
Hyundai Elite i20 Asta Option CVT BSIV,2018,800000,25000,Petrol,Individual,Automatic,First Owner,5,17.4,1197,81.86,117.0,13.592367006650065
Maruti Ertiga ZDI,2013,600000,120000,Diesel,Individual,Manual,Third Owner,7,20.77,1248,88.8,200.0,13.304684934198283
Hyundai Verna 1.6 VTVT SX,2015,795000,35000,Petrol,Individual,Manual,First Owner,5,17.01,1591,121.3,154.9,13.58609739363647
Hyundai i20 Asta Option 1.4 CRDi,2016,735000,25000,Diesel,Individual,Manual,First Owner,5,22.54,1396,88.73,219.7,13.507625778194974
Skoda Octavia L and K 1.9 TDI MT,2005,250000,120000,Diesel,Individual,Manual,Third Owner,5,16.4,1896,90.0,8829.0,12.429216196844383
Renault KWID AMT,2018,400000,25000,Petrol,Individual,Automatic,First Owner,5,24.04,999,67.0,91.0,12.89921982609012
Mahindra Xylo D2 BSIV,2014,395000,140000,Diesel,Individual,Manual,First Owner,8,14.0,2489,95.0,220.0,12.886641043883259
Hyundai Accent CRDi,2005,130000,79000,Diesel,Individual,Manual,Second Owner,5,13.1,1493,82.0,187.0,11.77528972943772
Renault Lodgy 85PS RxE,2015,600000,125000,Diesel,Individual,Manual,First Owner,8,21.04,1461,83.8,200.0,13.304684934198283
Honda City S,2011,450000,110000,Petrol,Individual,Manual,Third Owner,5,16.8,1497,116.4,146.0,13.017002861746503
Hyundai Verna Transform SX VGT CRDi,2010,220000,80000,Diesel,Individual,Manual,Second Owner,5,16.2,1493,110.0,235.44,12.301382825334498
Hyundai Verna 1.6 SX,2014,545000,100000,Diesel,Individual,Manual,Second Owner,5,22.32,1582,126.32,259.8,13.208541073645382
Mahindra Bolero LX Non AC BSIII,2010,450000,78000,Diesel,Individual,Manual,First Owner,7,13.6,2523,63.0,180.0,13.017002861746503
Hyundai i20 Petrol CVT Asta,2018,750000,15000,Petrol,Individual,Automatic,First Owner,5,17.4,1197,81.86,114.73,13.527828485512494
Maruti Baleno Alpha 1.2,2019,711000,5000,Petrol,Individual,Manual,First Owner,5,21.4,1197,83.1,115.0,13.474427708785377
Maruti Alto K10 VXI,2016,285000,75000,Petrol,Individual,Manual,First Owner,5,23.95,998,67.05,90.0,12.560244459250788
Maruti Baleno Alpha,2020,749000,5500,Petrol,Individual,Manual,First Owner,5,21.01,1197,81.8,113.0,13.526494262499357
Renault Duster 110PS Diesel RxL,2016,550000,80000,Diesel,Individual,Manual,Second Owner,5,19.64,1461,108.45,245.0,13.217673557208654
Maruti Baleno Sigma 1.3,2017,625000,70000,Diesel,Individual,Manual,First Owner,5,27.39,1248,74.0,190.0,13.345506928718539
Hyundai i20 Active 1.2 SX,2017,650000,80000,Petrol,Individual,Manual,Second Owner,5,17.19,1197,81.86,114.73,13.38472764187182
Hyundai Verna 1.6 SX CRDi (O),2014,575000,120000,Diesel,Individual,Manual,Third Owner,5,22.32,1582,126.32,259.8,13.262125319779487
Maruti Swift Dzire VDI,2016,631000,75000,Diesel,Individual,Manual,Second Owner,5,26.59,1248,74.0,190.0,13.35506114152335
Hyundai Verna Transform VGT CRDi,2010,220000,80000,Diesel,Individual,Manual,Second Owner,5,16.2,1493,110.0,235.44,12.301382825334498
Mahindra Jeep CL 500 MDI,1997,160000,100000,Diesel,Individual,Manual,Fourth & Above Owner,5,19.2,1248,82.0,180.0,11.982929094215963
Ford Fiesta Diesel Style,2012,390000,120000,Diesel,Individual,Manual,First Owner,5,23.5,1498,88.7,204.0,12.873902018105829
Mahindra Scorpio 2.6 Turbo 7 Str,2007,375000,110000,Diesel,Individual,Manual,Fourth & Above Owner,8,12.7,2609,116.6,1962.0,12.834681304952548
Hyundai i20 Asta 1.4 CRDi (Diesel),2010,340000,110000,Diesel,Individual,Manual,First Owner,5,23.0,1396,90.0,219.744,12.736700896592344
Tata Tiago 2019-2020 XZ Plus Diesel,2019,670000,2000,Diesel,Individual,Manual,First Owner,5,27.28,1047,69.0,140.0,13.415032991367148
Maruti Swift Dzire VDI,2014,530000,80000,Diesel,Individual,Manual,Second Owner,5,23.4,1248,74.0,190.0,13.180632285528304
Maruti Celerio ZXI Optional,2014,415000,46000,Petrol,Dealer,Manual,First Owner,5,21.63,998,67.04,90.0,12.936033799212835
Maruti Ertiga 1.5 ZDI,2014,700000,102000,Diesel,Dealer,Manual,First Owner,7,24.2,1498,93.87,225.0,13.458835614025542
BMW X1 sDrive20d M Sport,2012,925000,96000,Diesel,Dealer,Automatic,Second Owner,5,19.62,1998,190.0,400.0,13.737549016494562
Renault KWID 1.0 RXT AMT Opt,2017,375000,20000,Petrol,Dealer,Automatic,First Owner,5,22.0,999,67.0,91.0,12.834681304952548
Maruti Swift Dzire VXI,2015,575000,16000,Petrol,Dealer,Manual,First Owner,5,19.1,1197,85.8,114.0,13.262125319779487
Hyundai i20 1.2 Sportz,2013,425000,23000,Petrol,Dealer,Manual,First Owner,5,17.0,1197,80.0,111.834,12.959844447906553
Ford Figo 1.2P Ambiente MT,2011,245000,25000,Petrol,Dealer,Manual,First Owner,5,18.16,1196,86.8,112.0,12.409013489526863
Hyundai Verna SX Opt,2015,540000,35000,Petrol,Dealer,Manual,Second Owner,5,17.7,1497,113.42,144.15,13.199324418540456
Mercedes-Benz New C-Class C 250 CDI Elegance,2011,1000000,90000,Diesel,Dealer,Automatic,First Owner,5,14.94,2143,204.0,500.0,13.815510557964274
Hyundai i10 Sportz 1.2,2013,291000,37000,Petrol,Dealer,Manual,First Owner,5,20.36,1197,78.9,111.8,12.581078546153629
Maruti Baleno Delta 1.2,2017,600000,34000,Petrol,Dealer,Manual,Second Owner,5,21.4,1197,83.1,115.0,13.304684934198283
Hyundai Verna SX,2012,355000,60000,Petrol,Dealer,Manual,First Owner,5,17.7,1497,113.42,144.15,12.779873068457553
Hyundai i10 Magna,2010,225000,50000,Petrol,Dealer,Manual,First Owner,5,20.36,1197,78.9,111.7,12.323855681186558
Maruti Alto 800 LXI,2012,200000,38000,Petrol,Dealer,Manual,Second Owner,5,24.7,796,47.3,69.0,12.206072645530174
Ford Figo Aspire Facelift,2017,600000,40000,Diesel,Individual,Manual,First Owner,5,19.2,1248,82.0,180.0,13.304684934198283
Hyundai Verna SX Opt,2012,434999,57000,Petrol,Dealer,Manual,First Owner,5,17.7,1497,113.42,144.15,12.983099011217604
Maruti Ritz VDi,2013,390000,77000,Diesel,Dealer,Manual,First Owner,5,21.1,1248,73.9,113.0,12.873902018105829
Maruti 800 Std,1997,50000,110000,Petrol,Individual,Manual,Second Owner,4,16.1,796,37.0,59.0,10.819778284410283
Tata Sumo EX TC,2005,225000,188000,Diesel,Individual,Manual,First Owner,7,12.3,1948,90.0,7848.0,12.323855681186558
Maruti Alto STD,2010,85000,150000,Petrol,Individual,Manual,Third Owner,5,19.7,796,46.3,62.0,11.350406535472453
Hyundai EON Sportz,2012,150000,40000,Petrol,Individual,Manual,First Owner,5,21.1,814,55.2,74.5,11.918390573078392
Renault Duster Adventure Edition,2014,500000,120000,Diesel,Individual,Manual,First Owner,5,19.01,1461,108.45,248.0,13.122363377404328
Hyundai i10 Sportz Option,2011,220000,70000,Petrol,Individual,Manual,Third Owner,5,20.36,1197,78.9,111.8,12.301382825334498
Mahindra Scorpio S4 9 Seater,2014,999000,25000,Diesel,Individual,Manual,First Owner,9,15.4,2179,120.0,280.0,13.81451005763069
Toyota Innova 2.5 G4 Diesel 7-seater,2006,1050000,250000,Diesel,Individual,Manual,First Owner,7,12.8,2494,102.0,33354.0,13.864300722133706
Datsun RediGO 1.0 S,2018,320000,35000,Petrol,Individual,Manual,First Owner,5,22.5,999,67.0,91.0,12.676076274775909
Maruti Swift VDi BSIII W/ ABS,2010,270000,98000,Diesel,Individual,Manual,First Owner,5,17.8,1248,75.0,190.0,12.506177237980511
Hyundai Accent Executive,2011,170000,62000,Petrol,Individual,Manual,Third Owner,5,16.36,1495,93.7,124.6,12.043553716032399
Chevrolet Cruze LTZ,2010,270000,90000,Diesel,Individual,Manual,Second Owner,5,18.3,1991,147.9,327.0,12.506177237980511
Chevrolet Beat LS,2013,140000,110000,Petrol,Individual,Manual,Second Owner,5,18.6,1199,79.4,108.0,11.84939770159144
Hyundai i10 Magna,2010,170000,90000,Petrol,Individual,Manual,Third Owner,5,20.36,1197,78.9,111.7,12.043553716032399
Mahindra Marazzo M8,2019,1450000,10000,Diesel,Individual,Manual,First Owner,7,17.3,1497,121.0,300.0,14.187074114396758
Mahindra XUV300 W8 Option Diesel BSIV,2019,1200000,25000,Diesel,Individual,Manual,First Owner,5,20.0,1497,115.0,300.0,13.997832114758229
Hyundai Elite i20 Sportz Plus Diesel,2019,834000,13000,Diesel,Individual,Manual,First Owner,5,22.54,1396,88.76,224.0,13.633988681340885
Tata Tiago 1.05 Revotorq XT,2017,450000,80000,Diesel,Individual,Manual,First Owner,5,27.28,1047,69.0,140.0,13.017002861746503
Volkswagen Polo 1.5 TDI Comfortline,2014,575000,40000,Diesel,Individual,Manual,Third Owner,5,20.14,1498,88.8,230.0,13.262125319779487
Maruti Swift Dzire ZDI Plus,2019,900000,20000,Diesel,Individual,Manual,First Owner,5,28.4,1248,74.02,190.0,13.710150042306449
Maruti 800 AC LPG,2008,149000,87540,LPG,Individual,Manual,Third Owner,5,11.620000000000001,796,35.5,4905.0,11.911701584927597
Chevrolet Spark 1.0 PS LPG,2007,100000,84000,LPG,Individual,Manual,Third Owner,5,11.2,995,60.0,88.4,11.512925464970229
Volkswagen Vento Diesel Comfortline,2012,400000,100000,Diesel,Individual,Manual,Second Owner,5,20.54,1598,103.6,250.0,12.89921982609012
Hyundai EON 1.0 Era Plus,2017,250000,35000,Petrol,Individual,Manual,Second Owner,5,20.3,998,68.05,94.14,12.429216196844383
Chevrolet Optra Magnum 1.6 LT Petrol,2010,225000,60000,Petrol,Individual,Manual,Second Owner,5,12.9,1598,102.5,148.0,12.323855681186558
Ford Fiesta Classic 1.4 Duratorq LXI,2012,300000,70000,Diesel,Individual,Manual,First Owner,5,18.6,1388,67.0,160.0,12.611537753638338
Fiat Avventura Power Up 1.3 Emotion,2015,459999,60000,Diesel,Individual,Manual,Second Owner,5,20.5,1248,91.72,209.0,13.038979594549872
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2016,825000,35000,Diesel,Individual,Manual,Second Owner,5,22.77,1498,98.59,205.0,13.623138665316818
Tata Indica Vista Aqua 1.3 Quadrajet BSIV,2012,150000,231438,Diesel,Individual,Manual,Second Owner,5,18.4,1248,75.0,190.0,11.918390573078392
Maruti Baleno Alpha 1.3,2016,710000,71000,Diesel,Individual,Manual,First Owner,5,27.39,1248,74.0,190.0,13.473020249017498
Maruti Ritz VDi,2016,425000,70000,Diesel,Individual,Manual,First Owner,5,23.2,1248,73.94,190.0,12.959844447906553
Maruti 800 Std,2007,45000,80000,Petrol,Individual,Manual,First Owner,4,16.1,796,37.0,59.0,10.714417768752456
Mahindra Bolero SLX 2WD BSIII,2011,380000,239451,Diesel,Individual,Manual,Second Owner,7,13.6,2523,63.0,180.0,12.84792653170257
Mahindra Marshal DI,2000,150000,50000,Diesel,Individual,Manual,First Owner,5,19.2,1248,82.0,180.0,11.918390573078392
Maruti Ritz VDi,2009,240000,90000,Diesel,Individual,Manual,First Owner,5,21.1,1248,73.9,113.0,12.388394202324129
Hyundai Creta 1.6 CRDi SX,2016,1150000,154000,Diesel,Individual,Manual,First Owner,5,19.67,1582,126.2,259.9,13.955272500339433
Renault Duster 110PS Diesel RxZ Plus,2013,520000,109000,Diesel,Individual,Manual,Second Owner,5,19.64,1461,108.45,245.0,13.16158409055761
Maruti Swift Dzire VDI,2016,675000,120000,Diesel,Individual,Manual,Second Owner,5,26.59,1248,74.0,190.0,13.422467969854667
Tata Indica DLS,2006,170000,77000,Diesel,Individual,Manual,First Owner,5,19.2,1248,82.0,180.0,12.043553716032399
Maruti Wagon R LXI CNG,2012,297000,100000,CNG,Individual,Manual,Third Owner,5,18.34,998,58.2,77.0,12.601487417784837
Tata New Safari DICOR 2.2 LX 4x2,2009,250000,110000,Diesel,Individual,Manual,First Owner,7,11.57,2179,138.1,320.0,12.429216196844383
Hyundai Accent CRDi,2005,200000,200000,Diesel,Individual,Manual,Second Owner,5,13.1,1493,82.0,187.0,12.206072645530174
Maruti Swift VDI BSIV,2008,225000,120000,Diesel,Individual,Manual,Fourth & Above Owner,5,19.2,1248,82.0,180.0,12.323855681186558
Maruti Wagon R Stingray VXI,2016,380000,39000,Petrol,Individual,Manual,Third Owner,5,20.51,998,67.04,90.0,12.84792653170257
Maruti 800 AC,2005,40000,96000,Petrol,Individual,Manual,Fourth & Above Owner,4,16.1,796,37.0,59.0,10.596634733096073
Volkswagen Vento Konekt Diesel Highline,2014,575000,90000,Diesel,Individual,Manual,First Owner,5,20.54,1598,103.6,250.0,13.262125319779487
Maruti Swift Vdi BSIII,2010,300000,135000,Diesel,Individual,Manual,Second Owner,5,17.8,1248,75.0,190.0,12.611537753638338
Tata Tiago 1.05 Revotorq XE,2018,450000,90000,Diesel,Individual,Manual,First Owner,5,27.28,1047,69.0,140.0,13.017002861746503
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,2010,950000,426000,Diesel,Individual,Manual,First Owner,7,12.8,2494,102.0,33354.0,13.764217263576723
Hyundai Xcent 1.1 CRDi S,2016,509999,120000,Diesel,Individual,Manual,First Owner,5,24.4,1120,71.0,180.4,13.142164043914272
Maruti A-Star Vxi,2009,185000,50000,Petrol,Individual,Manual,First Owner,5,19.0,998,66.1,90.0,12.128111104060462
Fiat Linea Emotion (Diesel),2012,300000,77000,Diesel,Individual,Manual,First Owner,5,20.4,1248,91.7,209.0,12.611537753638338
Honda City 2017-2020 GXi,2007,210000,120000,Petrol,Individual,Manual,Second Owner,5,17.7,1497,78.0,6867.0,12.254862809699606
Hyundai Verna Xi (Petrol),2008,260000,120000,Petrol,Individual,Manual,Second Owner,5,13.9,1599,103.2,0.0,12.468436909997665
Maruti Swift Dzire LDI,2013,430000,190000,Diesel,Individual,Manual,Second Owner,5,23.4,1248,74.0,190.0,12.971540487669746
Mahindra Scorpio SLE BSIII,2013,600000,110000,Diesel,Individual,Manual,Second Owner,8,12.05,2179,120.0,290.0,13.304684934198283
Hyundai Verna 1.4 CRDi,2012,400000,182000,Diesel,Individual,Manual,Second Owner,5,24.8,1396,88.7,219.7,12.89921982609012
Maruti Swift Dzire VDI,2017,669000,60000,Diesel,Individual,Manual,First Owner,5,28.4,1248,74.02,190.0,13.413539339110365
Hyundai Xcent 1.2 VTVT S,2019,509999,40000,Petrol,Individual,Manual,First Owner,5,20.14,1197,81.86,113.75,13.142164043914272
Hyundai i20 Asta Option 1.4 CRDi,2016,616000,112000,Diesel,Individual,Manual,First Owner,5,22.54,1396,88.73,219.7,13.331002242515657
Mahindra Scorpio SLE BSIII,2013,530000,80000,Diesel,Individual,Manual,Second Owner,8,12.05,2179,120.0,290.0,13.180632285528304
Hyundai Verna CRDi SX,2010,190000,90000,Diesel,Individual,Manual,Second Owner,5,16.8,1493,110.0,7357.5,12.154779351142624
Honda City i DTEC VX,2015,700000,140000,Diesel,Individual,Manual,Second Owner,5,25.1,1498,98.6,200.0,13.458835614025542
Tata Sumo MKII CX BS IV,2012,250000,188000,Diesel,Individual,Manual,Second Owner,8,14.0,2179,120.0,250.0,12.429216196844383
